year	title	doi	arxiv	sources	abstract
2025	CSST Cosmological Emulator II: Generalized Accurate Halo Mass Function Emulation	10.1007/s11433-025-2764-x	2506.09688	arxiv	Accurate theoretical prediction for halo mass function across a broad cosmological space is crucial for the forthcoming China Space Station Telescope (CSST) observations, which will capture cosmological information from multiple probes, e.g., cluster abundance, and weak lensing. In this work, we quantify the percent-level impact of different mass binning schemes when measuring the differential halo mass function from simulations, and demonstrate that the cumulative form of the halo mass function
2025	Design and implementation of PV emulator based on synchronous buck converter using Arduino Nano microcontroller	10.11591/ijpeds.v16.i1.pp448-456		zenodo	<p>This paper discusses the comprehensive design and implementation of a photovoltaic (PV) emulator hardware using a synchronous buck converter. The primary objective is to simulate the electrical characteristics of a real PV module under varying environmental conditions. The process involves detailed simulations carried out using MATLAB/Simulink software to evaluate the performance and accuracy of the emulator model. Various load values were tested to account for the impact of fluctuations in r
2025	Differential Performance Fuzzing of Configuration Options	10.1109/sbft66712.2025.00014		crossref
2025	Fast and Accurate Emulation of Complex Dynamic Simulators		2503.20250	arxiv	Dynamic simulators are computational models governed by differential equations that evolve over time. They are essential for scientific and engineering applications but remain challenging to emulate because of the unpredictable behavior of complex systems. To address this challenge, this paper introduces a fast and accurate Gaussian Process (GP)-based emulation method for complex dynamic simulators. By integrating linked GPs into the one-step-ahead emulation framework, the proposed algorithm pro
2025	GOES-16 ABI and collocated SNPP-VIIRS imagery for evaluating the emulation of daytime cloud products at night	10.5281/zenodo.13983238		zenodo	<p>This dataset contains the testing set for <em>Emulating Daytime ABI Cloud Optical Properties at Night with Machine Learning,</em> currently in preparation for peer review. These files contain the information needed for reproducing the analysis and all figures in the manuscript. These files primarily contain Advanced Baseline Imager (ABI) brightness temperatures for 9 channels, cloud properties from the NOAA operational products, cloud optical depth, cloud effective radius, and derived cloud w
2025	Models and Data for Reproducing the Result in "A Geographically Weighted Gaussian Process Regression Emulator of the GCHP 13.0.0 Global Air Quality Model"	10.5281/zenodo.16741084		zenodo	<p>The frozen version of GW-GPR glolbal air quality emulator, and related data for publication.&nbsp;</p> <p>"Input" folder contains the emulator input for AerChemMIP and IGSM-GAINS-EPPA scenarios, processed AerChemMIP output,and data for calculating health impacts ("shared")</p> <p>"<span>models</span>" folder contains the GP models at each gridcell for all versions the GW-GPR models (including the random subsampling) tested in the paper</p> <p>"<span>output</span>" folder contains the data (cs
2025	Network Emulation with P7: A P4 Programmable Patch Panel on Tofino-based Hardware	10.5753/sbrc_estendido.2023.759		zenodo	<p>The use of virtual and software-based environments, such as Mininet, has become popular for network experimentation. However, these platforms often have limitations, including low transmission speeds and trade-offs between scalability and performance fidelity. Advances in P4 programmability and new P4 hardware that supports Tofino Native Architecture (TNA) have enabled the possibility of emulating various network link characteristics and creating network topologies for running line-rate traff
2025	Preserving Our Born-Digital Cultural Heritage - it s EAASI! - Phase Two of The Australian Emulation Network (AusEAASI)	10.5281/zenodo.18240072		zenodo	Born-digital cultural artefacts are, by their very nature, ephemeral: posing the very real risk that we could lose significant parts of our cultural heritage unless we take active steps to preserve them now. Future archaeologists will not be finding digital content in digs.  The Australian Emulation as a Service Infrastructure (AusEaaSI) project is a consortium of Australian academic and cultural institutions, led by Swinburne University, which is taking the necessary steps to preserve our digit
2025	Protocol-Aware Firmware Rehosting for Effective Fuzzing of Embedded Network Stacks	10.1145/3719027.3765125	2509.13740	arxiv	One of the biggest attack surfaces of embedded systems is their network interfaces, which enable communication with other devices. Unlike their general-purpose counterparts, embedded systems are designed for specialized use cases, resulting in unique and diverse communication stacks. Unfortunately, current approaches for evaluating the security of these embedded network stacks require manual effort or access to hardware, and they generally focus only on small parts of the embedded system. A prom
2025	Qualcomm Trusted Application Emulation for Fuzzing Testing		2507.08331	arxiv	In recent years, the increasing awareness of cybersecurity has led to a heightened focus on information security within hardware devices and products. Incorporating Trusted Execution Environments (TEEs) into product designs has become a standard practice for safeguarding sensitive user information. However, vulnerabilities within these components present significant risks, if exploited by attackers, these vulnerabilities could lead to the leakage of sensitive data, thereby compromising user priv
2025	SIRANet - Core code for fast and scalable Air Quality neural emulator for high-resolution urban predictions on very large domains	10.5281/zenodo.15574458		zenodo	<p>This repository contains the core set of neural network models that underpin a fast and scalable air quality emulator designed for high-resolution urban-scale predictions over large spatial domains. These models serve as an efficient surrogate for computationally expensive numerical simulations, enabling rapid air quality assessments in complex urban environments.</p> <p>In addition to the core code of the models, we include a sample dataset in NetCDF format intended for inference purposes. T
2025	Slow neutrinos: non-linearity and momentum-space emulation	10.1093/mnras/stag382	2511.09945	arxiv	Recent cosmological bounds on the sum of neutrino masses, M_nu = sum m_nu, are in tension with laboratory oscillation experiments, making cosmological tests of neutrino free-streaming imperative. In order to study the scale-dependent clustering of massive neutrinos, we develop a fast linear response method, FAST-nu f, applicable to neutrinos and other non-relativistic hot dark matter. Using it as an accurate linear approximation to help us reduce the dynamic range of emulator training data, base
2025	Video Game Preservation and Its Challenges	10.4467/20843860pk.25.004.21566		crossref	The exponential growth of the number of mostly digitally-stored video games highlights the need for effective preservation strategies to ensure its longevity and accessibility. Given the short lifespan of digital media, defining what should be archived remains a fundamental challenge for both individual curators and institutions such as archives, libraries, and museums. This article examines the unique obstacles faced by video game preservation initiatives, emphasizing the need to recognize game
2025	c-nicomar/AWES-test-bench-emulator: Version 1.0 – initial public release	10.5281/zenodo.17312516		zenodo	MATLAB/Simulink models, control scripts, and flight datasets supporting the publication "Airborne wind energy system test bench electrical emulator" (Wind Energy Science, 2025). Includes implementation of the torque-ripple-optimized model predictive control (MPC) strategy and simulation data for PMSG and IM configurations.
2024	A Packet Delay Emulator for High-Bandwidth and Low-Latency Traffic in 5G Networks	10.1109/globecom54140.2023.10437664		zenodo
2024	Automated Feature Testing of Verilog Parsers using Fuzzing (Registered Report)	10.1145/3678722.3685536		crossref
2024	Comparative study of wind turbine emulator control using an asynchronous motor: IRFOC and DTC	10.11591/ijeecs.v36.i1.pp174-187		zenodo	<div></div> <div> <div>This work is an overview of one of the renewable energy sources, wind power. The high cost of testing wind turbines and analyzing their characteristics in research laboratories prompted us to create the Wind Emulator. In this article, we will proceed with the development of an emulator of a wind turbine conversion chain based on an asynchronous machine. This emulator would be capable of faithfully reproducing the dynamic characteristics of a real wind turbine and of integr
2024	Computational Complexity of Game Boy Games		2412.15469	arxiv	We analyze the computational complexity of several popular video games released for the Nintendo Game Boy video game console. We analyze the complexity of generalized versions of four popular Game Boy games: Donkey Kong, Wario Land, Harvest Moon GB, and Mole Mania. We provide original proofs showing that these games are \textbf{NP}-hard. Our proofs rely on Karp reductions from four of Karp's original 21 \textbf{NP}-complete problems: \textsc{Sat}, \textsc{3-Cnf-Sat}, \textsc{Hamiltonian Cycle},
2024	Deep learning based emulator for predicting voltage behaviour in lithium ion batteries.			biostudies
2024	Evolutionary Generative Fuzzing for Differential Testing of the Kotlin Compiler	10.1145/3663529.3663864		crossref
2024	Hardware Fuzzing with An Emulator	10.2172/2480163		crossref
2024	Neither State nor Market: Competitive Emulation in Higher Education			eric	For two centuries, academics and their universities have competed for prominence and vied to demonstrate that their institutions are at the center of the scholarly world. Scientific advances in particular fields, reciprocal academic visits and conferences, impressive physical architecture, and publishing in shared venues and a &quot;lingua franca&quot; are among the many dimensions in which universities seek prestige in a relational status system. We call this system &quot;competitive emulation&
2024	PyTorch implementation of Emulator-based Component Analysis	10.5281/zenodo.13364005		zenodo	<p>This repository includes:</p> <ol> <li>PyTorch implementation of the Emulator-based Component Analysis (ECA).</li> <li>Supporting scripts to convert a trained sklearn-based neural network (MLPRegressor) into an equivalent PyTorch implementation for use with ECA.</li> <li>Reference manual for the class.</li> <li>Scripts for two examples presented in the manuscript.</li> </ol>
2024	SoK: Prudent Evaluation Practices for Fuzzing	10.1109/sp54263.2024.00137		openalex
2024	The e-MANTIS emulator: fast and accurate predictions of the halo mass function in $f(R)$CDM and $w$CDM cosmologies	10.1051/0004-6361/202450193	2410.05226	arxiv	In this work, we present a novel emulator of the halo mass function, which we implement in the framework of the e-mantis emulator of $f(R)$ gravity models. We also extend e-mantis to cover a larger cosmological parameter space and to include models of dark energy with a constant equation of state $w$CDM. We use a Latin hypercube sampling of the $w$CDM and $f(R)$CDM cosmological parameter spaces, over a wide range, and realize a large suite of more than $10000$ $N$-body simulations of different v
2024	Trinity: High-Performance and Reliable Mobile Emulation through Graphics Projection	10.1145/3643029		semantic-scholar	Mobile emulation, which creates full-fledged software mobile devices on a physical PC/server, is pivotal to the mobile ecosystem. Unfortunately, existing mobile emulators perform poorly on graphics-intensive apps in terms of efficiency and compatibility. To address this, we introduce graphics projection, a novel graphics virtualization mechanism that adds a small-size projection space inside the guest memory, which processes graphics operations involving control contexts and resource handles wit
2023	A High-Performance and Cost-Effective Field Programmable Gate Array-Based Motor Drive Emulator			biostudies
2023	A deep learning framework to emulate density functional theory	10.1038/s41524-023-01115-3		openalex
2023	Artifact for EdgeEmu - Emulator for Android Edge Devices (DAIS 2023)	10.5281/zenodo.7889579		zenodo	<p>To ensure availability and reproducibility, we have made all study artifacts publicly available for the &quot;<strong>EdgeEmu - Emulator for Android Edge Devices</strong>&quot; paper.&nbsp;EdgeEmu is an Android distributed emulation tool capable of creating both small and large emulated edge networks. It supports the development and testing of P2P communication-enabled Android mobile applications.</p>  <p>This repository contains the source code, installation packages, VirtualBox VM images wi
2023	Cosmic-Enu: An emulator for the non-linear neutrino power spectrum		2311.11240	arxiv	Cosmology is poised to measure the neutrino mass sum $M_ν$ and has identified several smaller-scale observables sensitive to neutrinos, necessitating accurate predictions of neutrino clustering over a wide range of length scales. The FlowsForTheMasses non-linear perturbation theory for the massive neutrino power spectrum, $Δ^2_ν(k)$, agrees with its companion N-body simulation at the $10\%-15\%$ level for $k \leq 1~h/$Mpc. Building upon the Mira-Titan IV emulator for the cold matter, we use Flow
2023	Development of Drug Release Model for Suspensions in ESCAR (Emulator of SubCutaneous Absorption and Release).			biostudies
2023	Emulation	10.4324/9781003214977-5		crossref
2023	Enhancing ICS Security Diagnostics with Pseudo-Greybox Fuzzing During Maintenance Testing	10.5220/0012137100003538		crossref
2023	Glacier catalogue for IGM physics-informed deep-learning emulator pretraining	10.5281/zenodo.8332898		zenodo	<p>This dataset was created with the iceflow glacier model CfsFlow to generate glacier extent and retreat in the Alps and New zealand with the goal to generate realistic and diverse glacier states for pretraining the physics-informed deep-learning emulator of IGM (https://github.com/jouvetg/igm).</p>  <p>The data consists of distributed surface topography (usurf) and ice thickness (thk) of 8 snapshots of 37 glaciers in different stages (advance and retreat). The data is organized glacier-wise: e
2023	Icicle: A Re-Designed Emulator for Grey-Box Firmware Fuzzing		2301.13346	arxiv	Emulation-based fuzzers enable testing binaries without source code, and facilitate testing embedded applications where automated execution on the target hardware architecture is difficult and slow. The instrumentation techniques added to extract feedback and guide input mutations towards generating effective test cases is at the core of modern fuzzers. But, modern emulation-based fuzzers have evolved by re-purposing general-purpose emulators; consequently, developing and integrating fuzzing tec
2023	Icicle: A Re-designed Emulator for Grey-Box Firmware Fuzzing	10.1145/3597926.3598039		crossref
2023	Multi-Domain Device-Level Fuel-Cell Modeling and Real-Time Hardware Emulation for Marine Research Vessel Power System	10.5281/zenodo.7960635		zenodo	<p>Marine research vessels (MRVs) are redesigned and refurbished to meet higher energy conversion efficiency and modular integration schemes while conforming to stronger environmental regulations. The proton exchange membrane fuel cell (PEMFC) is currently regarded as a potential power source for marine transportation applications due to its advantages of stability, sustainability, and zero emissions. This paper proposes a hierarchical scheme for the real-time hardware emulation of the MRV&rsquo
2023	Musée du Jeux Vidéo - GameBoy - Game Boy Color - Game Boy Advance	10.5281/zenodo.10219099		zenodo	<p>Petit livret pour faire découvrir les jeux de Game Boy sur émulateur</p>
2023	PREDICTOR: A Physical emulatoR enabling safEty anD ergonomICs evaluation and Training of physical human-rObot collaboRation			biostudies
2023	Request Smuggling Via HTTP/2 Cleartext in the Wild: Empirical Testing with Differential Fuzzing	10.1109/itiotsc60379.2023.00043		crossref
2022	An accurate and flexible analog emulation of AdEx neuron dynamics in silicon		2209.09280	arxiv	Analog neuromorphic hardware promises fast brain emulation on the one hand and an efficient implementation of novel, brain-inspired computing paradigms on the other. Bridging this spectrum requires flexibly configurable circuits with reliable and reproducible dynamics fostered by an accurate implementation of the targeted neuron and synapse models. This manuscript presents the analog neuron circuits of the mixed-signal accelerated neuromorphic system BrainScaleS-2. They are capable of flexibly a
2022	Brian2Loihi: An emulator for the neuromorphic chip Loihi using the spiking neural network simulator Brian.			biostudies
2022	Embedded fuzzing: a review of challenges, tools, and solutions	10.1186/s42400-022-00123-y		openalex
2022	Faster-Than-Real-Time Hardware Emulation of Extensive Contingencies for Dynamic Security Analysis of Large-Scale Integrated AC/DC Grid	10.5281/zenodo.7662992		zenodo	<p>The rapid expansion of modern power systems has brought a tremendous computational challenge to dynamic security analysis (DSA) tools which consequently need to process extensive contingencies. In this work, hardware emulation is investigated to accelerate the DSA solution of a large-scale AC/DC system deployed on the field-programmable gate arrays (FPGAs) faster-than-real-time (FTRT) execution. Electromagnetic transient (EMT) modeling of the DC grid is conducted since the fast converter dyna
2022	Game Boy - Nintendo + Tetris	10.5281/zenodo.10228031		zenodo	Game Boy free to use Support our project please: https://www.patreon.com/museudocomputador  Source: Objaverse 1.0 / Sketchfab
2022	Game Boy GBC - Duke Nukem	10.5281/zenodo.10242775		zenodo	Source: Objaverse 1.0 / Sketchfab
2022	Game Boy GBC - Wario Land 2 - Wario	10.5281/zenodo.10266074		zenodo	Source: Objaverse 1.0 / Sketchfab
2022	Improve Model Testing by Integrating Bounded Model Checking and Coverage Guided Fuzzing	10.21203/rs.3.rs-2315060/v1		crossref	Abstract The control logic models built by Simulink or Ptolemy have been widely used in industry scenes. It is an urgent need to ensure the safety and security of the control logic models. Test case generation technologies are widely used to ensure the safety and security. State-of-the-art model testing tools employ model checking techniques or search-based methods to generate test cases. Traditional search based techniques based on Simulink simulation are plagued by problems such as low speed a
2022	Modular Battery Emulator for Development and Functional Testing of Battery Management Systems: The Cell Emulator	10.3390/electronics11081215		crossref	Battery Management Systems are fundamental components of the present battery generation. The development and characterization phases of a BMS often require an emulator of the battery cells with which the Battery Management System functions can be assessed with no safety risks as it would instead happen using a real battery. This work describes the design and characterization of a modular cell emulator circuit to be used as platform for the Hardware-in-the-loop test of a Battery Management System
2022	Penerapan Metode VIKOR (Visekriterijumsko Kompromisno Rangiranje) dalam Pengambilan Keputusan Pemilihan Emulator Android pada Komputer	10.30865/mib.v6i3.4205		crossref	This research is a research on a decision support system in choosing the best android emulator to use on a computer as a topic of discussion. The Android emulator is a software that supports computers, both laptops and other computer devices, to be able to continue to access Android in computer use by simulating Android to a computer device. In choosing an android emulator, problems often arise to use which emulator is the best and in accordance with the specifications of the computer you have,
2022	QTechTheory/DissipativeRecompiler: v1	10.5281/zenodo.6475224		zenodo	A simulator of the dissipative variational quantum-circuit recompiler
2022	RoboFuzz: fuzzing robotic systems over robot operating system (ROS) for finding correctness bugs	10.1145/3540250.3549164		openalex
2021	Android on PC: On the Security of End-user Android Emulators	10.1145/3460120.3484774		semantic-scholar	Android emulators today are not only acting as a debugging tool for developers but also serving the massive end-users. These end-user Android emulators have attracted millions of users due to their advantages of running mobile apps on desktops and are especially appealing for mobile game players who demand larger screens and better performance. Besides, they commonly provide some customized assistant functionalities to improve the user experience, such as keyboard mapping and app installation fr
2021	Automatically Locating ARM Instructions Deviation between Real Devices and CPU Emulators		2105.14273	arxiv	Emulator is widely used to build dynamic analysis frameworks due to its fine-grained tracing capability, full system monitoring functionality, and scalability of running on different operating systemsand architectures. However, whether the emulator is consistent with real devices is unknown. To understand this problem, we aim to automatically locate inconsistent instructions, which behave differently between emulators and real devices. We target ARM architecture, which provides machine readable
2021	CryptoEmu: An Instruction Set Emulator for Computation Over Ciphers		2101.03403	arxiv	Fully homomorphic encryption (FHE) allows computations over encrypted data. This technique makes privacy-preserving cloud computing a reality. Users can send their encrypted sensitive data to a cloud server, get encrypted results returned and decrypt them, without worrying about data breaches. This project report presents a homomorphic instruction set emulator, CryptoEmu, that enables fully homomorphic computation over encrypted data. The software-based instruction set emulator is built upon an
2021	Datasets for "Robustness of neural network emulations of radiative transfer parameterizations in a state-of-the-art general circulation model"	10.7910/dvn/6f74lf		dataverse	The ability of machine-learning-based (MLbased) model components to generalize to the previously unseen inputs and its impact on the stability of the models that use these components have been receiving a lot of recent attention, especially in the context of ML-based parameterizations. At the same time, ML-based emulators of existing physically based parameterizations can be stable, accurate, and fast when used in the model they were specifically designed for. In this work we show that shallow-n
2021	Delta Dynamic Integrated Emulator Model	10.5281/zenodo.5573751		zenodo	<p>The aim of the ESPA Deltas project was to provide policy makers with the knowledge and tools to enable them to evaluate the effects of policy decisions on ecosystem services and people&#39;s livelihoods. In another word, to link science to policy at the landscape scale. ESPA Deltas investigated the south-west coastal zone of Bangladesh through a transdisciplinary lens.</p>  <p>The Delta&nbsp;Dynamic Integrated Emulator Model (&Delta;DIEM)&nbsp;is essentially a trans-disciplinary framework des
2021	Diane: Identifying Fuzzing Triggers in Apps to Generate Under-constrained Inputs for IoT Devices	10.1109/sp40001.2021.00066		openalex
2021	Emulating complex simulations by machine learning methods	10.1186/s12859-021-04354-7		zenodo	<p>Background</p>  <p>The aim of the present paper is to construct an emulator of a complex biological system simulator using a machine learning approach. More specifically, the simulator is a patient-specific model that integrates metabolic, nutritional, and lifestyle data to predict the metabolic and inflammatory processes underlying the development of type-2 diabetes in absence of familiarity. Given the very high incidence of type-2 diabetes, the implementation of this predictive model on mob
2021	Exploring pathways to more accurate machine learning emulation of atmospheric radiative transfer	10.1002/essoar.10508510.1		crossref	Machine learning (ML) parameterizations of subgrid physics is a growing research area. A key question is whether traditional ML methods such as feed-forward neural networks (FNNs) are better suited for representing only specific processes. Radiation schemes are an interesting example, because they compute radiative flows through the atmosphere using well-established physical equations. The sequential aspect of the problem implies that FNNs may not be well-suited for it. This study explores wheth
2021	FORGE -- the f(R) gravity cosmic emulator project I: Introduction and matter power spectrum emulator	10.1093/mnras/stac1091	2109.04984	arxiv	We present a large suite of cosmological simulations, the FORGE (F-of-R Gravity Emulator) simulation suite, which is designed to build accurate emulators for cosmological observables in galaxy clustering, weak gravitational lensing and galaxy clusters, for the $f(R)$ gravity model. The total of 200 simulations explore the cosmological parameter space around the Planck(2018) cosmology with a Latin hypercube, for 50 combinations of $\bar{f}_{R0}$, $Ω_m$, $σ_8$ and $h$ with all other parameters fix
2021	FUZZING TESTING. CLASSIFICATION OF MODERN FUZZING TOOLS	10.37539/aug298.2021.94.77.007		crossref	В статье приводятся определение фаззинг тестирования, основные этапы фаззинга, рассматривается классификация фаззеров. The article describes the definition of fuzzing testing, the main stages of fuzzing, and discusses the classification of fuzzers.
2021	Fast & accurate emulation of two-body scattering observables without wave functions	10.1016/j.physletb.2021.136608	2106.15608	arxiv	We combine Newton's variational method with ideas from eigenvector continuation to construct a fast & accurate emulator for two-body scattering observables. The emulator will facilitate the application of rigorous statistical methods for interactions that depend smoothly on a set of free parameters. Our approach begins with a trial $K$ or $T$ matrix constructed from a small number of exact solutions to the Lippmann--Schwinger equation. Subsequent emulation only requires operations on small matri
2021	ICS3Fuzzer: A Framework for Discovering Protocol Implementation Bugs in ICS Supervisory Software by Fuzzing	10.1145/3485832.3488028		openalex
2021	Instruction Set Design Methodology for In-Memory Computing through QEMU-based System Emulator	10.1109/rsp53691.2021.9806255		crossref
2021	Keynote Talk - Fuzzing, Symbolic Execution, and Synthesis for Testing	10.1109/icst49551.2021.00009		crossref
2021	Meeting Digital Preservation Requirements for Software through an Emulation Strategy	10.5220/0010602903180323		crossref
2021	Meeting Digital Preservation Requirements for Software through an Emulation Strategy	10.5220/0010602900002992		crossref
2021	Memory-efficient emulation of physical tabular data using quadtree decomposition dataset	10.5281/zenodo.4739173		zenodo	<p>The datasets used for training and testing the quadtree emulator in the&nbsp;Memory-efficient&nbsp;emulation&nbsp;of&nbsp;physical&nbsp;tabular&nbsp;data&nbsp;using&nbsp;quadtree&nbsp;decomposition paper. The description of the datasets are as follows,</p>  <p>training_data_den0.00625_temp0.00625.hdf5 : Training data for&nbsp;the quadtree emulator</p>  <p>testing_data_den0.004166666666666667_temp0.004166666666666667.hdf5 :&nbsp;Testing data for quadtree emulator.</p>  <p>testing_data_timmes_d
2021	RTCE: Real-Time Co-Emulation Framework for EMT-Based Power System and Communication Network on FPGA-MPSoC Hardware Architecture	10.5281/zenodo.7694237		zenodo	<p>With the expansion of smart grid infrastructure world-wide, modeling the interaction between power systems and communication networks becomes paramount and has created a new challenge of co-simulating the two domains before commissioning. Existing co-simulation methods mostly concentrate on the off-line software-level interface design to synchronize messages between the simulators of both domains. Instead of simulating in software with a large latency, this article proposes a novel real-time
2021	Real time emulator for parallel connected dual-PMSM sensorless control	10.11591/ijpeds.v12.i3.pp1390-1404		zenodo	<p>This paper presents a real-time emulator of a dual permanent magnet synchronous motor&nbsp;(PMSM) drive implemented on a field-programmable gate array (FPGA) board for&nbsp;supervision and observation purposes. In order to increase the reliability of the drive, a&nbsp;sensorless speed control method is proposed. This method allows replacing the physical&nbsp;sensor while guaranteeing a satisfactory operation even in faulty conditions. The&nbsp;novelty of the proposed approach consists of an F
2021	Shortcomings of human-in-the-loop optimization of an ankle-foot prosthesis emulator: a case series.			biostudies
2021	Stable Emulation of an Entire Suite of Model Physics in a State-of-the-Art GCM using a Neural Network		2103.07028	arxiv	There has been a lot of recent interest in developing hybrid models that couple deterministic numerical model components to statistical model components derived using machine learning techniques. One approach that we follow in this pilot study is to replace an existing computationally expensive deterministic model component with its fast machine-learning-based emulator, leading to the model speed-up and/or improvement. We developed a shallow neural network-based emulator of a complete suite of a
2021	Using the android emulator for the Pepper robot for project work	10.5281/zenodo.14647093		zenodo	Excellence in teaching and learning requires that students acquire practical skills in addition to theoretical knowledge. For this purpose, many modules include term projects. In order to realize the practical projects in times of Covid-19, project topics have to be adapted so that students can work on them exclusively remotely. For classes that convey e.g. the principles of Human-Machine Interaction, one possibility is the use of the android-based emulator for the social robot Pepper. The emula
2020	AT Emulator	10.5281/zenodo.14497828		zenodo	<p>The AT Emulator can be used to emulate the AT command set, also known as the <a href="http://en.wikipedia.org/wiki/Hayes_command_set" target="_blank" rel="noopener">Hayes command set</a>, and the GSM AT command set (refer to <a href="https://www.etsi.org/deliver/etsi_gts/07/0707/05.00.00_60/gsmts_0707v050000p.pdf" target="_blank" rel="noopener">ETSI GSM 07.07</a> and <a href="https://www.3gpp.org/DynaReport/27007.htm" target="_blank" rel="noopener">3GPP TS 27.007</a>). The AT commands are typ
2020	Active Fuzzing for Testing and Securing Cyber-Physical Systems	10.1145/3395363.3397376	2005.14124	arxiv	Cyber-physical systems (CPSs) in critical infrastructure face a pervasive threat from attackers, motivating research into a variety of countermeasures for securing them. Assessing the effectiveness of these countermeasures is challenging, however, as realistic benchmarks of attacks are difficult to manually construct, blindly testing is ineffective due to the enormous search spaces and resource requirements, and intelligent fuzzing approaches require impractical amounts of data and network acces
2020	BaseSAFE: Baseband SAnitized Fuzzing through Emulation	10.1145/3395351.3399360	2005.07797	arxiv	Rogue base stations are an effective attack vector. Cellular basebands represent a critical part of the smartphone's security: they parse large amounts of data even before authentication. They can, therefore, grant an attacker a very stealthy way to gather information about calls placed and even to escalate to the main operating system, over-the-air. In this paper, we discuss a novel cellular fuzzing framework that aims to help security researchers find critical bugs in cellular basebands and si
2020	Battery-Free Game Boy	10.1145/3411839		openalex
2020	Battery-Free Game Boy - IMWUT/UbiComp 2020 Artifact	10.5281/zenodo.7684870		zenodo	<p>Artifact for the IMWUT/UbiComp 2020 article: Battery-Free Game Boy.</p>  <p>Abstract:</p>  <p>We present ENGAGE, the first battery-free, personal mobile gaming device powered by energy harvested from the gamer actions and sunlight. Our design implements a power failure resilient Nintendo Game Boy emulator that can run off-the-shelf classic Game Boy games like Tetris or Super Mario Land. This emulator is capable of intermittent operation by tracking memory usage, avoiding the need for always c
2020	Can Children Emulate a Robotic Non-Player Character's Figural Creativity?	10.1145/3410404.3414251		openalex
2020	DICE: Automatic Emulation of DMA Input Channels for Dynamic Firmware Analysis		2007.01502	arxiv	Microcontroller-based embedded devices are at the core of Internet-of-Things and Cyber-Physical Systems. The security of these devices is of paramount importance. Among the approaches to securing embedded devices, dynamic firmware analysis gained great attention lately, thanks to its offline nature and low false-positive rates. However, regardless of the analysis and emulation techniques used, existing dynamic firmware analyzers share a major limitation, namely the inability to handle firmware u
